type, orderno, description, value, qty
PRD, 34200, "Inycon Estate Limited Edition Chardonnay Viognier (EAN TBC)", 13.35, 8
PRD, 72642, "COLGATE SENSITIVE 4X75ML", 24.57, 5
PRD, 13462, "Unknown - JS New products & hosting", 2.73, 6
PRD, 2849, "Sainsbury's Baby Beetroot in Vinegar 710g", 15.20, 8
PRD, 9151, "Sainsbury's King Prawns 125g", 7.16, 2
PRD, 2075, "Pilot Gel Metallic Pens 5 Wallet", 1.33, 9
PRD, 13144, "Supercook Peppermint Flavouring", 16.62, 7
PRD, 12496, "Unknown - Brandbank Data capture Image capture", 19.10, 9
PRD, 6865, "Schwarzkopf Poly Color Tint Medium Gold Blonde", 23.44, 4
PRD, 10309, "Honey Cured Lean Ham 350g", 8.61, 3
PRD, 3353, "Sainsbury's Rose d'Anjou 75cl", 5.03, 1
PRD, 3876, "Sainsbury's Deep Filles Salsa Chicken Slice 190g", 18.20, 3
PRD, 10840, "Jordans Country Crisp Honey Crusters 800g", 9.73, 1
PRD, 1187, "President Crousti' Cho 2 Breaded Camembert Cheeses with Cranberry Sauc", 19.58, 6
PRD, 5337, "Rustlers All Day Breakfast Bap 194g", 12.76, 1
PRD, 12547, "Tesco 4 Wholesome Scones", 11.99, 4
PRD, 13709, "Unknown - Brandbank Data capture Image capture", 1.82, 7
PRD, 33401, "Elegance Bordeaux (EAN TBC)", 2.94, 9
PRD, 6929, "Canesten AF Powder ", 15.08, 9
PRD, 4344, "MILLER BEER 500ML", 13.12, 2
PRD, 20953, "Turning Leaf Shiraz Rose", 2.53, 7
PRD, 5829, "Brown Brothers Barbera 2001", 13.02, 2
PRD, 4232, "Tesco Value Cottage Pie 1.5kg", 2.24, 3
PRD, 77322, "Sample Fee - 5011295005699 BCL Ched Grtd Clrd 2kg", 18.08, 2
PRD, 8134, "L'Oreal Paris Solar Expertise Milk Spray-Mist SPF 20 150ml", 17.56, 2
PRD, 82593, "5000221501343   Cadbury Scary Orange 5 Individually Wrapped Cake Bars", 14.63, 4
PRD, 33333, "H/L Moroccan style vegetable tagine with sweet potato", 3.28, 7
PRD, 7466, "Life Free From Worcester Sauce 150ml", 14.37, 8
PRD, 12575, "Unknown - Brandbank Data capture Image capture", 2.84, 8
PRD, 25311, "KETTLE® Crispy Bakes Salt & Malt Vinegar 24g", 13.74, 4
PRD, 68284, "5099078001021 SUNNY SOUTH SLICED BEETROOT IN VINEGAR 340G", 8.23, 7
PRD, 1793, "Clearasil Complete 3in1 Deep Cleansing Wash 150ml", 20.07, 6
PRD, 24046, "Unknown Wilko Order5", 4.57, 1
PRD, 4079, "Imperial Leather Bathtime Bubble Moments with Grape 500ml", 8.52, 6
PRD, 2849, "Sainsbury's Pickled Onions in Vinegar 1kg", 21.40, 9
PRD, 6584, "Crosse & Blackwell Tomato & Mushroom Bolognese Sauce 500g", 17.46, 4
PRD, 6002, "Sainsbury's Freefrom... 5 Fruity Bars 117g", 13.17, 9
PRD, 1671, "Lenor Summer Breeze 1.5l", 11.70, 9
PRD, 87007, "5010236061657 Bernard Matthews Farms 8 Mini Kievs 182g - Renewal rebate fee", 12.44, 4
PRD, 23221, "Tesco Finest Earl Grey teabags 50s (125g)", 5.64, 1
PRD, 13302, "Unknown - JS New products & hosting", 20.14, 3
PRD, 9737, "Schwarzkopf Gliss Hair Repair Shine Tonic Coloured Hair 100ml", 23.20, 6
PRD, 13045, "Cypressa Sesame Halva With Honey 100g", 25.25, 9
PRD, 4561, "Ainsley Harriott Chocolate Heaven Bars 11 Bars", 19.61, 1
PRD, 72447, "5010487391886 AUSSIE COND MEGA INSTANT 2X250ML", 22.74, 9
PRD, 3751, "Panadol 12 Soluble Tablets", 15.31, 1
PRD, 1208, "Sainsbury's Cushioned 20 Plasters", 23.78, 1
PRD, 7207, "Herbal Essences Herbal Protecting Conditioner 200ml", 21.83, 6
PRD, 5402, "Del Monte Sliced Pineapple In Syrup 432g", 2.43, 8
PRD, 13124, "Unknown - Brandbank Data capture Image capture", 2.30, 5
PRD, 64596, "5035295300189 Speyside Specialities White Puddings 240g", 14.83, 9
PRD, 78440, "Sample Fee", 24.49, 1
PRD, 44577, "ALC Mousse Chocolate 20Ptn", 17.25, 9
PRD, 12402, "Tesco Asparagus Loose Class 1", 8.84, 9
PRD, 45027, "5051413337301 ASDA GFY RASP 3 X 150g", 16.92, 7
PRD, 1190, "High Commisioners Old Scotch Whisly 1 Litre", 6.48, 9
PRD, 4575, "Amoy Baby Corn Cobs in Salted Water 410g", 3.96, 1
PRD, 8279, "Tesco Healthyliving 6 Wholemeal Rolls", 11.61, 9
PRD, 12622, "Tesco Strawberry Fruit Fool 114g", 10.76, 6
PRD, 3101, "Kumala Semillon Chardonnay", 8.07, 9
PRD, 10865, "Tesco Healthy Living Chocolate Indulgence Cake ", 18.85, 2
PRD, 10635, "Sainsbury's Mixed Fruit Ready Washed 1kg", 22.94, 8
PRD, 11601, "Tesco Value Banana Flavour Whip 38g", 22.83, 4
PRD, 6724, "Tesco Fienst Christmas Turkey Breast Joint Large", 19.74, 9
PRD, 28735, "Tesco Mocha Cake", 17.53, 1
PRD, 12182, "Tesco Free Range Roasted Whole Chicken", 13.29, 7
PRD, 1159, "Sainsbury's Blue Parrot Cafe Organic Tropical Juice Drink 3 x 250ml", 5.49, 6
PRD, 3684, "Wall's Zoostick Orange/Strawberry Flavour 50ml", 15.05, 8
PRD, 10025, "Tesco Christmas 12 Mini Vol-au-vent Selection 200g", 13.24, 6
PRD, 6580, "Crosse & Blackwell Branston Silverskin Onions  640g", 20.18, 1
PRD, 22963, "5010153468577 Carlsberg Export Premium Lager 4 x 500ml Cans", 4.76, 5
PRD, 11440, "Guinness® Surger™ 4 x 520ml Cans", 17.05, 1
PRD, 51030, "5028403155146 St. Austell Proper Job Bottle Conditioned Cornish Ale 500ml", 15.14, 3
PRD, 3067, "Herbal Essences Fruit Fusions Pomegranate Conditioner 250ml", 11.75, 4
PRD, 4479, "Sainsbury's Be Good To Yourself Beef in Ale 250g", 19.79, 8
PRD, 11252, "Elizabeth Shaw Mint Crisp Chocolate Egg 315g", 9.50, 5
PRD, 3102, "Rohto Zi Extreme Eye Drops 8ml", 19.17, 6
PRD, 9164, "Tesco Stone-in Dates 400g", 19.53, 7
PRD, 5720, "Ernest & Julio Gallo Sierra Valley California White", 2.29, 1
PRD, 4344, "KRONENBOURG 1664 330ML 20PK", 7.95, 4
PRD, 7915, "Buttercup™ Original Flavour Syrup 150ml", 20.52, 3
PRD, 13683, "Unknown - Brandbank Data capture Image capture", 2.67, 8
PRD, 8969, "Vimto 250ml Bottle", 12.01, 6
PRD, 54847, "5022545045020 RICHARD WARD MORE MOISTURE COND 250ML", 4.63, 3
PRD, 10668, "Dylon® Black Machine Dye 200g", 21.69, 6
PRD, 8582, "Dolmio® Sun-Dried Tomato Stir-In Sauce 150g", 2.21, 4
PRD, 10093, "Tesco Tikka & Jalfrezi Meal for 2 1.392kg", 9.56, 9
PRD, 7209, "Elegant Touch Fun Files", 18.21, 8
PRD, 6751, "Anthony Worrell Thompson 'In a Pickle Set'", 8.58, 4
PRD, 1786, "Granovita Organic Hemp Oil Omega-6 240ml", 2.06, 6
PRD, 45822, "Asda Totally Low Fat Apricot 150g", 16.10, 8
PRD, 7515, "Nicky Clarke Hairomatherapy Creme Deluxe Luxury Style Finisher 75ml", 8.02, 7
PRD, 25257, "Penfolds Grange 2000 750ml", 25.47, 5
PRD, 31534, "Tesco Gingerbread Decorate Your Own Kit", 23.22, 1
CR, 13333, 214.72
PRD, 12513, "Tesco Apple Squash No Added Sugar 2l", 13.43, 8
PRD, 6482, "L'Oreal Paris Elvive Caring Shampoo Colour Protect 250ml", 13.03, 2
PRD, 3779, "Yeo Valley Organic Really Thick Cream 225g", 25.66, 4
PRD, 1943, "Spice Route Pinotage 2000 750ml", 23.23, 7
PRD, 76407, "Thayers Dairy 125ml", 7.39, 1
PRD, 3196, "Alpen Strawberry and Yoghurt 29g", 17.57, 4
PRD, 85538, "9414024724360 Montana Merlot-Cabernet Sauvignon 75cl", 15.23, 2
PRD, 11219, "Oasis Summer Fruits 1.5 Litre Bottle", 21.01, 3
PRD, 5308, "Bonne Maman Peach Conserve 370g", 6.96, 4
PRD, 3026, "Tesco 20 Mini Sausage Rolls", 9.05, 2
PRD, 5278, "Chicago Town Stuffed Pizza Slices 2 Pepperoni 250g", 9.89, 8
PRD, 7893, "Winalot Chunks in Jelly Duck & Rabbit 1.2kg", 7.04, 5
PRD, 12994, "Unknown - JS New products & hosting", 8.63, 2
PRD, 12019, "Tesco 2 Double Cheese Burgers with Buns", 9.10, 8
PRD, 6706, "Gaviscon Cool Tablets 16", 15.75, 5
PRD, 5471, "Schwartz Parsley Refill 3g", 24.39, 4
PRD, 4523, "Tesco Gold Rich and Smooth 300g", 2.44, 3
PRD, 3835, "Vicks Sinex Decongestant Nasal Spray 20ml", 9.57, 8
PRD, 11946, "Fiddes Payne Mr. Men Candles", 20.14, 8
PRD, 87007, "5010236070024 Bernard Matthews Farms Creamy Pepper Turkey Escalopes 285g - Renewal rebate fee", 15.95, 4
PRD, 11322, "Grove Fresh The Organic Juice Co. 100% Organic Juice Prune 1.75l", 15.88, 6
PRD, 6803, "Asda Macaroni Cheese 220g", 14.81, 6
PRD, 6606, "Hartley's Best Strawberry Jam 340g", 22.43, 3
PRD, 11064, "Head & Shoulders Anti-Dandruff Conditioner Ocean Spa 250ml", 20.34, 6
PRD, 9829, "Courvoisier Vsop 70cl", 13.73, 4
PRD, 2567, "Scotpak Scottish Smoked Whiting Block Fillet", 9.06, 5
PRD, 2907, "Tesco Thick 'n' Crunchy Ready Salted Crinkle Cut Crisps 100g Price Mar", 13.22, 4
PRD, 22069, "5000158064591 Gaviscon Peppermint Liquid Relief 150ml", 15.00, 5
PRD, 74246, "Product Upgrade 7615400066148 Persil Non Bio Liquigel Dispenser 100 Washes 7.5ltr", 8.40, 2
PRD, 1509, "Nestle Rowntrees Fruit Pastilles 142g", 12.83, 5
PRD, 1250, "Sainsbury's Pitted Kalamata Olives 330g", 11.91, 5
PRD, 8074, "Bart® Freeze Dried Mixed Herbs 5g", 4.32, 9
PRD, 71291, "5021889332001 Cobra Premium Beer Zero% 330ml", 16.09, 5
PRD, 5313, "Matua Valle Innovator Syrah 2003 75cl", 12.03, 7
PRD, 13450, "Drifter 8 Pack", 20.22, 8
PRD, 9864, "Encona Mild Jerk Sauce 142ml", 15.00, 7
PRD, 12592, "Tesco Kids Chocolate Flavoured Semi-Skimmed Milk 250ml", 23.80, 6
PRD, 8533, "Organix Organic Fruit Purees Pear & Raspberry 4x100g", 2.66, 8
PRD, 3876, "Sainsbury's Deep Filled Puff Pastry Steak & Cheese Pie 210g", 14.28, 7
PRD, 43311, "5010038042168 Carling 12 x 440ml Cans", 23.18, 3
PRD, 4803, "FP Seasalt with Seaweed Mill 67g", 12.15, 5
PRD, 4344, "MILLER GENUINE DRAFT 330ML  4PK", 25.79, 2
PRD, 10984, "Nivea Body Sunkissed Skin 200ml", 17.10, 4
PRD, 7461, "Pantene Pro-V 2 in 1 Shampoo+Conditioner Smooth & Sleek 400ml", 23.71, 4
PRD, 9164, "Tesco Stringless Beans 250g", 11.59, 8
PRD, 3065, "Pamtene Pro-V Smooth & Sleek Controlling Mousse 150ml", 22.75, 1
PRD, 11056, "Tesco Value Peas 220g", 7.16, 9
PRD, 86315, "6009808750234   First Cape Limited Release Sauvignon Blanc - Semillon 3L", 16.44, 5
PRD, 40191, "8712000027490 Heineken 4 x 330ml Bottles", 8.94, 4
PRD, 55061, "Product Transfer For 5051399540535 Tesco Vegetable Accompaniments Cauliflower Cheese 600g", 24.37, 3
PRD, 48199, "5020379002370 HS Red Leicester PM209 250g", 24.71, 1
PRD, 7362, "Tesco Spring Petals Clover Gel Air Freshener ", 16.06, 7
PRD, 7896, "Ski Variety Yogurt 4x125g", 25.51, 1
PRD, 43184, "400g Chicken & Bacon Lattice", 25.41, 2
PRD, 10035, "Iams Chicken Adult 1+ 100g", 24.11, 4
PRD, 9459, "Sainsbury's Parmesan Cheese Butter Biscuits 100g", 20.68, 1
PRD, 5058, "Sharwood's Rice Bowl Thai Red Chicken Curry 350g", 13.28, 2
PRD, 72447, "5010487523751 COLGATE PLAX SOFT MINT 3X500ML", 25.91, 1
PRD, 2004, "Wella Shock Waves Curl Straightening Cream 100ml", 1.16, 2
PRD, 9976, "Maltesers and Friends Mega Selection Box", 11.30, 8
PRD, 3341, "Cotswold Spring Still Pure English Water 5 Litres", 7.73, 2
PRD, 85731, "5011524002567 Tex Chunks with Beef and Liver 1.23kg", 20.30, 4
PRD, 71291, "5010038049099 Carling 4 x 440ml Cans", 3.80, 7
PRD, 12166, "Wella Shockwaves Foaming Wax 150ml", 16.20, 6
PRD, 7347, "Banana Boat Kids Sunscreen Spray Lotion SPF40 177ml", 24.61, 6
PRD, 11733, "Brylcream Strong Gel Long Lasting Hold 150ml", 15.65, 4
PRD, 13423, "Sainsbury's Cannelloni 250g", 4.64, 1
PRD, 25129, "Fonseca Terra Prima", 18.66, 5
PRD, 11158, "Sainsbury's Sandwich Steaks", 14.33, 4
PRD, 4205, "Sainsbury's Occasions 20 Piece Thai Selection 465g", 18.74, 9
PRD, 72760, "SAINSBURYS Individual Strawberry Trifle – 0000001677126 Allergy change", 7.13, 9
PRD, 13328, "Florette A Taste of Thailand Mixed Leaf & Baby Thai Basil Salad 160g", 17.02, 6
PRD, 5868, "Nokia Personal Handsfree - 3310/3330/3410/3510i/8210/8310 and Compatib", 9.02, 7
PRD, 12492, "Tideford Organic Foods Moroccan Vegetable Soup 600g", 9.76, 1
PRD, 13673, "Unknown - Tesco OL Image Only", 11.21, 3
PRD, 3739, "Cow & Gate Organic Mediterranean Vegetables & Lamb 190g", 11.27, 6
PRD, 10419, "Sainsbury's SO Organic Sunflower and Pumpkin Thick Sliced Batch Loaf 4", 10.57, 8
PRD, 6606, "Hartley's Best Seedless Raspberry Jam 340g", 13.70, 8
PRD, 9164, "Tesco Green Cabbage", 1.75, 1
PRD, 12491, "Tesco Barbecue Chinese Style Chicken Thighs", 9.80, 4
PRD, 13447, "Unknown - Brandbank Data capture Image capture", 13.55, 3
PRD, 5661, "Ainsley Harriott Chocolate Heaven Bars", 12.10, 8
PRD, 29380, "5017402006054 Tisserand Aromatherapy Organic White Mint & Kanuka Foot Spray 100ml", 2.97, 3
PRD, 11823, "Natures Organics Fruits Wild Berry Shampoo Fine or Limp Hair 500ml", 9.94, 3
PRD, 12442, "Sainsbury's Taste the Difference Top Crust Steak Pie 480g", 21.36, 1
PRD, 81607, "Sample Fee", 21.93, 3
PRD, 7224, "WHISKAS CHUNKS IN JELLY CAT FOOD POULTRY SELECTION WET POUCH IN FLOW W", 25.94, 5
PRD, 11064, "Head & Shoulders Anti-Dandruff Conditioner Extra Volume 200ml", 12.26, 1
PRD, 49695, "5012917077049  Dulcolax® Suppositories 10 mg", 18.69, 4
PRD, 11581, "Tesco Corned Beef & Onion Sandwich Filler 250g", 7.77, 4
PRD, 7482, "Nivea Bath Care Creme Soap 125g", 4.71, 5
PRD, 47293, "Raspberry", 15.00, 5
PRD, 10536, "Bic J6 Maxi Sport", 1.56, 6
PRD, 65668, "(02554900) BGTY Stir Fry", 4.73, 7
PRD, 12033, "Estroven", 20.60, 4
PRD, 23756, "testProduct98", 15.93, 9
PRD, 3421, "Kingfisher Premium Lager Beer 660ml Bottle", 1.84, 1
PRD, 4603, "Butlers Hand Made Farmhouse Tasty Lancashire Cheese ", 5.04, 5
PRD, 13317, "Sainsbury's Taste the Difference Quattro Formaggi Pizza 224g", 4.05, 8
PRD, 76154, "5060067003692 Sinking Of Japan", 4.08, 1
PRD, 10342, "Sainsbury's Extra Large King Prawns 200g", 8.77, 1
PRD, 11946, "Fiddes Payne Cumin Seed 60g", 8.44, 2
PRD, 2699, "Sanex Dermo-protector Shower Gel 500ml", 25.48, 4
PRD, 9369, "Tesco Organic 5 Bagels", 19.89, 4
PRD, 5047, "Solero Orange Fresh 75h", 2.37, 4
PRD, 12596, "Tesco Ready to Decorate Small Rich Fruit Cake", 18.26, 4
PRD, 5963, "Glade Oriental Evening Candle", 13.48, 6
PRD, 20105, "Sainsbury's Total Care Whitening Toothpaste 100ml", 14.25, 6
PRD, 4446, "Sainsbury's Garlic & Rosemary Flatbread 230g", 8.29, 1
PRD, 7467, "Olay Moisturising Body Wash Normal Skin 350ml", 23.78, 6
PRD, 3093, "Sainsbury's Crispy Bubble & Squeak Rosti Cakes 300g", 16.65, 7
PRD, 6528, "Mas La Chevaliere 2002 750ml", 12.02, 8
PRD, 7819, "Pure Rice Bran 227g", 12.78, 4
PRD, 3453, "Nivea Body Aroma-Spritz Energising and Hydrating 150ml", 24.80, 3
PRD, 12447, "Island Twist Mango Carrot Fruit Juice Drink 473ml", 8.71, 9
PRD, 6036, "Fetzer Sundial Chardonnay California 2003 75cl", 24.81, 1
PRD, 24046, "Unknown Wilko Order382", 23.22, 5
PRD, 10332, "Sainsbury's Cream Soda 2 Litre", 8.10, 5
PRD, 1514, "Sainsbury's Fabric Conditioner Orange Oil/Lavender Oil 2Litre", 13.59, 7
PRD, 1546, "Shere Khan Sauce Handi 425g", 17.92, 8
PRD, 85294, "Farm Fresh Swede 5020379030823", 15.11, 9
PRD, 12635, "Unknown - Tesco OL Image Only", 6.75, 2
PRD, 11190, "Uncle Ben's Express Egg Fried Rice Family Size 400g", 25.94, 9
PRD, 12182, "Unknown - Tesco OL Image Only", 25.30, 1
PRD, 7496, "La Petite Maison 2 Feuilletes Fromage de Chevre 200g", 19.48, 8
PRD, 4557, "Tesco Fresh Fruit Salad 200g", 11.22, 1
PRD, 12707, "Johnson's® Baby Softwash™ Bodywash 250ml", 5.62, 1
PRD, 9056, "Tesco Chocolate & Vanilla Cheesecake ", 22.68, 7
PRD, 3071, "Herbal Essences Brilliant Medium Blonde 22", 13.07, 3
PRD, 82733, "5060092691376 Suffolk Mud Beetroot Relish 225g - Product upgrade to branded service", 19.54, 2
PRD, 7284, "Vin de Pays d'Oc Pinot Noir Les Hauts Clochers 2001", 10.24, 1
PRD, 1335, "Sainsbury's Mature 16% Fat Farmhouse Cheese", 18.50, 7
PRD, 24046, "Unknown Wilko Order401", 17.77, 2
PRD, 8553, "Tesco Alfresco Style Salad 225g", 10.27, 5
PRD, 9503, "Sainsbury's Taste The Difference 6 Brandy Rich Mince Pies", 16.09, 6
PRD, 12802, "Charles Worthington Results For Men Hard-Hold Gair Gel 150ml", 18.08, 7
PRD, 50696, "Fetzer Barrel Select Pinot Noir 2006 (EAN TBC)", 22.13, 5
PRD, 49966, "HP GLUCOSAMINE & CHONDROITIN - 60 £75.00 6.67 £70.00 No", 21.96, 1
PRD, 4039, "Amoy Stir-Fry Sauce Rich Oyster & Garlic Flavour 150g", 8.37, 3
PRD, 46309, "0877764001945 Syence NO-GERMS deo", 4.45, 6
PRD, 65736, "5099186003320  Pinewood Cold Sore Cream 2g", 6.99, 7
PRD, 24758, "Image Manipulation (if required for 5038862540308 INNOCENT BLACKCURRANT & SPRING WTR 380ML", 13.52, 6
PRD, 6457, "Robinsons Fruit Shoot No Added Sugar Apple 300ml", 11.36, 9
PRD, 1141, "Organic Mountain Cranberry 330ml", 14.92, 5
PRD, 82593, "5000221501336   Cadbury Cinder Toffee Flavour 5 Individually Wrapped Cake Bars", 3.40, 2
PRD, 9519, "Pringles Mini Original 10 x 23g", 7.36, 4
PRD, 81972, "5015091590229 Sidoli Hand Made Coffee & Walnut Cake 1x14 Pre-Portioned", 17.23, 5
PRD, 5427, "Kellog's Winders Lemon 8 Rolls", 13.40, 1
PRD, 78339, "PRODUCT PICKING FEE Chicken Pad Thai 450g", 23.38, 9
PRD, 2699, "Brylcreem Next Generation UV Glow Gel 150ml", 25.74, 5
PRD, 6183, "Altena Barbera D'Asti 2003", 23.83, 8
PRD, 3991, "L'Oreal Excellence Creme 4-16 Deep Plum", 18.96, 9
PRD, 6230, "Asda Sunflower Spread 1kg", 4.74, 5
PRD, 8327, "Sainsbury's Supreme Dessert Butterscotch Flavour 49g", 2.72, 7
PRD, 11523, "Tesco Finest Tarte Au Chocolat 485g", 6.22, 2
PRD, 20096, "Tesco Victoria Dairy Cream Sponge ", 4.35, 4
PRD, 68071, "5000204881974 Duck® Odour Eliminator Outdoor Fresh 55ml", 23.93, 9
PRD, 20091, "The Delicatessen Chicken Sweetcorn & Bacon Sandwich Filler 170g", 21.43, 4
PRD, 68071, "5000204884470 Glade® Enchanting Night Candle 120g", 5.03, 9
PRD, 8959, "L'Oreal Paris Recital Preference Ultra-Violet Dark Red 3.66", 20.43, 1
PRD, 72447, "5010487331578 LYNX BODYSPRAY INSTINCT 4X150ML", 7.78, 3
PRD, 3862, "Tesco Scottish Salmon Slices 100g", 21.09, 4
PRD, 4701, "Sainsbury's Mango Kulfi Dairy Ice Cream 1 litre", 23.20, 8
PRD, 43851, "1618822 TTD Chicken & Buttered Leek 250g shortcrust pie", 2.77, 7
CR, 13423, 142.14
PRD, 8596, "Charmin with Absorbubbles 32 Rolls White", 23.66, 4
PRD, 36306, "5038862403504 Innocent Fruity Thickie 750ml", 11.16, 9
PRD, 4975, "Taste Of Shiraz 6 Box", 4.86, 1
PRD, 2226, "Sainsbury's Prawn Rogan Josh & Pilau Rice 400g", 23.90, 6
PRD, 8039, "Sainsbury's Basic Vegetable Soup in a Mug 72g", 21.19, 2
PRD, 7774, "Sainsbury's Hooplas Multigrain 375g", 12.37, 7
PRD, 12049, "Tommee Tippee® Breast & Bottle Feeding 1x260ml", 9.23, 8
PRD, 5662, "Radox Herbal Bath Salts Muscle Soak 400g", 19.44, 2
PRD, 58490, "Asda Wholemeal Ploughmans Rolls x 4", 20.22, 7
PRD, 4660, "L'Oreal Elvive Non-Stop Volume Conditioner", 13.48, 8
PRD, 13154, "Sainsbury's Taste the Difference Horseradish Sauce 175g", 9.32, 6
PRD, 82808, "0720516020261 Orgran® Spaghetti in Tomato Sauce 220g", 2.29, 5
PRD, 13537, "Unknown - Brandbank Image supplied", 3.03, 2
PRD, 3877, "Gaviscon Liquid Relief Peppermint Flavour 150ml", 19.91, 8
PRD, 88162, "Shop Fee", 18.91, 4
PRD, 12635, "Unknown - Tesco OL Image Only", 5.37, 5
PRD, 22069, "5000167056556 NUROFEN® Ibuprofen 8 Tablets", 2.53, 6
PRD, 87755, "5011295239445 Chef's Larder Multi Surface Cleaner Lemon 2 Litres  - SAMPLE PURCHASE FEE", 8.67, 1
PRD, 68433, "Managment fee for period 1/1/10 to 31/12/10 for existing 430 products and 120 additions", 22.11, 9
PRD, 2146, "Sainsbury's Tomato Ketchup 550g", 24.17, 5
PRD, 3431, "V05 Extreme Style Root Boost Mousse 200ml", 20.37, 4
PRD, 91275, "Branded lines in Sainsbury only account  5029053532103 Huggies® SuperDry (4) x 74 (25%ExF)", 23.56, 5
PRD, 36461, "Sainsbury's Beacon Branding Isle End Photography - FISH", 13.84, 6
PRD, 3781, "Danone Gervais Toddler Apricot Fromage Frais with Real Fruit Puree 600", 16.75, 7
PRD, 9164, "Tesco Finest Four Bean Salad 225g", 8.27, 7
PRD, 3966, "Kraft Dairylea Strip Cheese 8 x 21g Packs", 11.36, 9
PRD, 8035, "Mr Kipling Exceedingly Good 6 Ginger Mini Classics", 16.36, 9
PRD, 9260, "Tesco Healthy Living Chocolate Sponge Pudding 115g", 12.76, 8
PRD, 76154, "5055201809766 Survival Of The Dead", 11.67, 8
PRD, 10155, "Bacardi Breezer Watermelon 8x275ml Party Pack", 25.50, 3
PRD, 7209, "Elegant Touch Mini Emery Boards", 17.43, 4
PRD, 6348, "Asda Baby Corn Cobs 410g", 23.89, 5
PRD, 3967, "Maxwell House Cappuccino Original 8 Bigger Mugsticks", 16.18, 7
PRD, 8053, "Bottlegreen Raspberry & Lovage Cordial 50cl", 12.53, 4
PRD, 3239, "Castlemaine XXXX 6 x 4 pack 440ml can", 1.34, 3
PRD, 12555, "KTC Pure Vegetable Oil 1 Litre", 7.83, 8
PRD, 3045, "Leopard's Leap Lookout White 2001 0.75l", 20.33, 1
PRD, 11619, "Sainsbury's Cool Flavour Tortilla Chips 200g", 14.09, 7
PRD, 20889, "DUCHY Org Semi-Skim Milk 750 ML", 1.55, 2
PRD, 34012, "REMINGTON FLEXIBRUSH STYLER CB4N", 13.66, 1
PRD, 40458, "Codorniu Extra Brut Cava 75cl EAN TBC", 13.32, 8
PRD, 2760, "Sainsbury's Peeled Prawns 150g", 21.64, 4
PRD, 8646, "Supercook Ready-To-Decorate Cake ", 8.33, 8
PRD, 9024, "Three Barrels Reserve Extra Very Old French Brandy 70cl", 1.86, 9
PRD, 6561, "Air Wick Winter Collection Winter's Eve Refill", 25.86, 2
PRD, 10368, "Ariel Stain Pen 10ml", 19.18, 4
PRD, 9586, "Dubble Bubble Gumball Bank ", 4.22, 3
PRD, 5602, "Sainsbury's Malted Milk Biscuits 200g", 10.70, 1
PRD, 3101, "Not to dry Red 75cl", 7.35, 4
PRD, 1765, "Sainsbury's Whole Turkey Serves Min. 3", 5.19, 4
PRD, 5471, "Schwartz Mexican 3 Pepper Chille Mix 40g", 13.07, 8
PRD, 28391, "Tesco Cod Liver Oil High Strength 1000mg x 90", 10.27, 2
PRD, 1802, "Herbal Essences Brilliant Light Golden Blonde 14", 23.56, 1
PRD, 12382, "Asda Raspberry Seedless Jam 454g", 6.07, 5
PRD, 5731, "Bart Ground Black Pepper 95g", 25.83, 7
PRD, 6803, "Asda Spaghetti 4x410g", 14.53, 4
PRD, 1604, "Sainsbury's Organic Cat Food Chicken Chunks in Gravy with Salmon 100g", 11.12, 7
PRD, 8526, "3 Replacement Heads Dishmatique Non-Scratch", 10.24, 3
PRD, 12404, "Unknown - JS New products & hosting", 21.02, 3
PRD, 8716, "Tesco Peas & Courgette Steamer 190g", 12.30, 4
PRD, 3537, "Tesco Fresh Leaf Spinach Class 1 250g", 3.06, 5
PRD, 10448, "Nestle Milkybar Advent Calender", 5.78, 6
PRD, 62822, "800g Bloomer", 24.27, 7
PRD, 23756, "testProduct143", 21.27, 4
PRD, 22834, "Whitworths Dried Onions 40g", 15.63, 9
PRD, 40188, "5032714003577 Baytree Sauce Caramelised Orange 300g - Image Manipulation", 11.28, 1
PRD, 12608, "Loose Mint", 7.67, 8
PRD, 89449, "Waitrose Admin for December 2010", 2.08, 3
PRD, 7132, "Oral-B Interdental Refills", 3.08, 5
PRD, 23756, "testProduct123", 19.41, 8
PRD, 5322, "Tesco Spearmint Fresh Breath Strips 3 Pack", 20.36, 9
PRD, 4009, "Sainsbury's Fresh Ready To Cook Mixed Vegetable Medley 220g", 7.74, 4
PRD, 11324, "Sainsbury's Ready to Roast Butternut & Sweet Potatoes 420g", 25.68, 4
PRD, 9353, "Kellogg's Special K Chocolate Chip Bar (Multipack)", 22.40, 3
PRD, 1499, "Merchant Gourmet Couscous 500g", 15.64, 7
PRD, 89271, "Shopping Fee", 7.51, 9
PRD, 3947, "Tesco Roasted Salted Macadamia Nuts 60g", 22.09, 7
PRD, 7058, "Leopard's Leap 2004 Chenin Blanc Viognier 75cl", 20.09, 8
PRD, 11008, "Nestlé Golden Nuggets 375g", 5.35, 5
PRD, 8338, "Charmin Comfort Honey 12 Rolls for the Price of 9", 7.56, 6
PRD, 3053, "Loyd Grossman Caesar Dressing 250ml", 1.41, 5
PRD, 80413, "Sample collection fee:", 14.17, 5
PRD, 13457, "Tesco Naturally Good Food...Chicken Chow Mein 400g", 22.04, 6
PRD, 2955, "Lea & Perrins Cook's Helper Crushed Garlic Sauce 150ml", 4.51, 1
PRD, 5402, "Del Monte Quality Fruit Burst Tropical 1 Litre", 20.31, 8
